8,24,161,29,0,505,0.75,0.75,65,0,65,550,505,3,0.5,65,2,65,65,0,68,65,275,260,5,0,0,0,0,2,111545,wordcount,application_1546625125786_0008,gigantic
4,14,90,39,0,752,0.875,0.625,96,1,96,325,752,4,0.25,96,1,96,33,0,98,96,162,140,3,1,0,0,1,2,101479,wordcount,application_1546625125786_0009,gigantic
12,33,232,18,1,257,0.625,0.875,33,0,33,775,257,2,0.75,33,3,33,96,1,38,33,387,380,7,0,1,1,0,1,106130,wordcount,application_1546625125786_0010,gigantic
6,9,54,44,0,628,0.9375,0.9375,17,1,80,662,133,2.5,0.375,49,2,112,112,1,83,49,331,80,4,0,1,1,0,2,81309,wordcount,application_1546625125786_0011,gigantic
14,28,197,23,1,133,0.6875,0.6875,80,0,17,212,628,4.5,0.875,112,1,49,49,0,23,112,106,320,8,1,0,0,1,1,91483,wordcount,application_1546625125786_0012,gigantic
2,19,125,13,0,381,0.5625,0.8125,112,0,49,887,876,3.5,0.125,80,3,17,80,1,53,80,443,200,2,1,1,1,1,1,157819,wordcount,application_1546625125786_0013,gigantic
10,38,268,34,1,876,0.8125,0.5625,49,1,112,437,381,1.5,0.625,17,2,80,17,0,113,17,218,440,6,0,0,0,0,2,100155,wordcount,application_1546625125786_0014,gigantic
5,26,72,10,0,814,0.96875,0.90625,88,0,25,268,71,1.25,0.0625,25,3,72,25,1,45,88,471,350,7,0,0,0,1,2,134638,wordcount,application_1546625125786_0015,gigantic
13,7,214,31,1,319,0.71875,0.65625,25,1,88,718,566,3.25,0.5625,88,1,9,88,0,105,25,246,110,2,1,1,1,0,1,111656,wordcount,application_1546625125786_0016,gigantic
1,35,143,42,0,71,0.59375,0.78125,57,1,120,493,814,4.25,0.3125,120,2,41,57,1,75,57,359,470,9,1,0,0,0,1,496448,wordcount,application_1546625125786_0017,gigantic
9,16,286,21,1,566,0.84375,0.53125,120,0,57,943,319,2.25,0.8125,57,1,104,120,0,15,120,134,230,4,0,1,1,1,2,89860,wordcount,application_1546625125786_0018,gigantic
3,31,36,47,0,443,0.53125,0.59375,72,1,72,606,195,2.75,0.4375,41,2,57,104,0,120,104,190,290,8,0,1,1,1,1,192828,wordcount,application_1546625125786_0019,gigantic
11,12,179,26,1,938,0.78125,0.84375,9,0,9,156,690,4.75,0.9375,104,3,120,41,1,60,41,415,50,3,1,0,0,0,2,90908,wordcount,application_1546625125786_0020,gigantic
7,40,108,15,0,690,0.90625,0.71875,41,0,41,831,938,3.75,0.1875,72,1,88,72,0,30,9,78,410,6,1,1,1,0,2,120283,wordcount,application_1546625125786_0021,gigantic
15,21,250,36,1,195,0.65625,0.96875,104,1,104,381,443,1.75,0.6875,9,3,25,9,1,90,72,303,170,1,0,0,0,1,1,88718,wordcount,application_1546625125786_0022,gigantic
8,37,241,25,0,845,0.671875,0.734375,68,1,13,803,535,2.375,0.53125,13,2,37,45,1,109,21,429,215,4,1,1,0,0,2,106767,wordcount,application_1546625125786_0023,gigantic
15,18,99,46,1,350,0.921875,0.984375,5,0,76,353,40,4.375,0.03125,76,3,100,108,0,49,84,204,455,9,0,0,1,1,1,90161,wordcount,application_1546625125786_0024,gigantic
4,27,170,35,0,102,0.796875,0.609375,37,0,108,578,288,3.375,0.78125,108,1,68,13,1,19,116,317,95,2,0,1,0,1,1,155838,wordcount,application_1546625125786_0025,gigantic
11,8,27,14,1,597,0.546875,0.859375,100,1,45,128,783,1.375,0.28125,45,2,5,76,0,79,53,92,335,6,1,0,1,0,2,79447,wordcount,application_1546625125786_0026,gigantic
2,41,277,30,0,474,0.859375,0.796875,84,0,92,465,659,1.875,0.90625,61,3,84,92,0,64,37,260,155,1,1,0,1,0,1,271553,wordcount,application_1546625125786_0027,gigantic
9,22,134,9,1,969,0.609375,0.546875,21,1,29,915,164,3.875,0.40625,124,1,21,29,1,124,100,485,395,5,0,1,0,1,2,98853,wordcount,application_1546625125786_0028,gigantic
6,32,206,19,0,721,0.734375,0.921875,53,1,61,240,412,4.875,0.65625,92,2,53,124,0,94,68,148,35,3,0,0,1,1,2,123497,wordcount,application_1546625125786_0029,gigantic
13,13,63,40,1,226,0.984375,0.671875,116,0,124,690,907,2.875,0.15625,29,1,116,61,1,34,5,373,275,8,1,1,0,0,1,80251,wordcount,application_1546625125786_0030,gigantic
3,15,295,27,0,40,0.828125,0.828125,29,1,21,971,597,2.125,0.59375,21,3,108,53,0,71,76,120,425,8,1,1,0,1,1,121137,wordcount,application_1546625125786_0031,gigantic
10,34,152,48,1,535,0.578125,0.578125,92,0,84,521,102,4.125,0.09375,84,1,45,116,1,11,13,345,185,4,0,0,1,0,2,99163,wordcount,application_1546625125786_0032,gigantic
7,6,223,38,0,783,0.703125,0.953125,124,0,116,746,350,3.125,0.84375,116,3,13,21,0,41,45,232,305,6,0,1,0,0,2,100471,wordcount,application_1546625125786_0033,gigantic
14,25,81,17,1,288,0.953125,0.703125,61,1,53,296,845,1.125,0.34375,53,2,76,84,1,101,108,457,65,1,1,0,1,1,1,89594,wordcount,application_1546625125786_0034,gigantic
5,20,259,32,0,659,0.640625,0.640625,13,0,68,409,721,1.625,0.96875,37,1,29,68,1,26,124,289,485,7,1,0,1,1,2,97738,wordcount,application_1546625125786_0035,gigantic
12,39,116,11,1,164,0.890625,0.890625,76,1,5,859,226,3.625,0.46875,100,2,92,5,0,86,61,64,245,2,0,1,0,0,1,101089,wordcount,application_1546625125786_0036,gigantic
1,10,188,22,0,412,0.765625,0.515625,108,1,37,184,474,4.625,0.71875,68,2,124,100,1,116,29,401,365,9,0,0,1,0,1,156232,wordcount,application_1546625125786_0037,gigantic
8,29,45,43,1,907,0.515625,0.765625,45,0,100,634,969,2.625,0.21875,5,3,61,37,0,56,92,176,125,5,1,1,0,1,2,105629,wordcount,application_1546625125786_0038,gigantic
4,18,183,9,1,149,0.6953125,0.7265625,35,0,110,198,272,4.8125,0.078125,7,2,90,82,0,81,23,352,297,2,1,1,0,1,2,102180,wordcount,application_1546625125786_0039,gigantic
12,37,41,30,0,644,0.9453125,0.9765625,98,1,47,648,767,2.8125,0.578125,70,1,27,19,1,21,86,127,57,7,0,0,1,0,1,98351,wordcount,application_1546625125786_0040,gigantic
1,9,255,41,1,891,0.8203125,0.6015625,66,1,15,423,520,1.8125,0.328125,102,3,59,114,0,51,118,464,417,5,0,1,0,0,1,156817,wordcount,application_1546625125786_0041,gigantic
8,28,112,20,0,396,0.5703125,0.8515625,3,0,78,873,25,3.8125,0.828125,39,2,122,51,1,111,55,239,177,9,1,0,1,1,2,101927,wordcount,application_1546625125786_0042,gigantic
3,23,219,46,1,520,0.7578125,0.7890625,51,1,63,760,396,3.3125,0.453125,55,1,43,35,1,36,39,71,357,3,1,0,1,1,1,193001,wordcount,application_1546625125786_0043,gigantic
10,42,76,25,0,25,0.5078125,0.5390625,114,0,126,310,891,1.3125,0.953125,118,2,106,98,0,96,102,296,117,8,0,1,0,0,2,99123,wordcount,application_1546625125786_0044,gigantic
6,13,290,15,1,272,0.6328125,0.9140625,82,0,94,985,644,2.3125,0.203125,86,1,74,3,1,126,70,183,477,1,0,0,1,0,2,89258,wordcount,application_1546625125786_0045,gigantic
14,32,148,36,0,767,0.8828125,0.6640625,19,1,31,535,149,4.3125,0.703125,23,3,11,66,0,66,7,408,237,6,1,1,0,1,1,90723,wordcount,application_1546625125786_0046,gigantic
2,35,201,12,1,953,0.7890625,0.8203125,122,0,118,254,334,4.5625,0.015625,31,2,19,74,1,103,78,211,87,5,1,1,0,0,1,273610,wordcount,application_1546625125786_0047,gigantic
9,16,59,33,0,458,0.5390625,0.5703125,59,1,55,704,829,2.5625,0.515625,94,3,82,11,0,43,15,436,327,1,0,0,1,1,2,89137,wordcount,application_1546625125786_0048,gigantic
5,25,272,44,1,211,0.6640625,0.9453125,27,1,23,479,582,1.5625,0.265625,126,1,114,106,1,13,47,99,207,7,0,1,0,1,2,135080,wordcount,application_1546625125786_0049,gigantic
13,6,130,23,0,706,0.9140625,0.6953125,90,0,86,929,87,3.5625,0.765625,63,3,51,43,0,73,110,324,447,3,1,0,1,0,1,90334,wordcount,application_1546625125786_0050,gigantic
7,40,165,49,1,334,0.7265625,0.6328125,106,1,39,592,458,3.0625,0.390625,47,3,98,59,0,58,126,492,27,9,1,0,1,0,2,113241,wordcount,application_1546625125786_0051,gigantic
15,21,23,28,0,829,0.9765625,0.8828125,43,0,102,142,953,1.0625,0.890625,110,1,35,122,1,118,63,267,267,4,0,1,0,1,1,74050,wordcount,application_1546625125786_0052,gigantic
4,30,237,17,1,582,0.8515625,0.5078125,11,0,70,817,706,2.0625,0.140625,78,2,3,27,0,88,31,380,147,6,0,0,1,1,1,154442,wordcount,application_1546625125786_0053,gigantic
11,11,94,38,0,87,0.6015625,0.7578125,74,1,7,367,211,4.0625,0.640625,15,1,66,90,1,28,94,155,387,2,1,1,0,0,2,94230,wordcount,application_1546625125786_0054,gigantic
4,24,121,24,1,984,0.6171875,0.5234375,102,1,98,845,798,3.6875,0.609375,11,3,126,126,1,39,3,253,492,4,0,0,0,1,1,154042,wordcount,application_1546625125786_0055,gigantic
12,5,263,45,0,489,0.8671875,0.7734375,39,0,35,395,303,1.6875,0.109375,74,1,63,63,0,99,66,478,252,8,1,1,1,0,2,106002,wordcount,application_1546625125786_0056,gigantic
8,34,50,34,1,242,0.9921875,0.6484375,7,0,3,620,56,2.6875,0.859375,106,2,31,94,1,69,98,141,372,1,1,0,0,0,2,105102,wordcount,application_1546625125786_0057,gigantic
15,15,192,13,0,737,0.7421875,0.8984375,70,1,66,170,551,4.6875,0.359375,43,1,94,31,0,9,35,366,132,6,0,1,1,1,1,89466,wordcount,application_1546625125786_0058,gigantic
6,29,157,29,1,365,0.9296875,0.9609375,118,0,51,507,922,4.1875,0.984375,59,2,15,15,0,114,51,422,432,3,0,1,1,1,2,119022,wordcount,application_1546625125786_0059,gigantic
13,10,299,8,0,860,0.6796875,0.7109375,55,1,114,957,427,2.1875,0.484375,122,3,78,78,1,54,114,197,192,7,1,0,0,0,1,96550,wordcount,application_1546625125786_0060,gigantic
2,38,85,19,1,613,0.5546875,0.8359375,23,1,82,282,180,1.1875,0.734375,90,1,110,47,0,24,82,310,312,5,1,1,1,0,1,275552,wordcount,application_1546625125786_0061,gigantic
10,19,228,40,0,118,0.8046875,0.5859375,86,0,19,732,675,3.1875,0.234375,27,3,47,110,1,84,19,85,72,9,0,0,0,1,2,87712,wordcount,application_1546625125786_0062,gigantic
7,7,139,27,1,180,0.8984375,0.9296875,63,1,122,901,860,3.9375,0.546875,19,1,55,102,0,17,90,282,162,9,0,0,0,0,2,85758,wordcount,application_1546625125786_0063,gigantic
14,26,281,48,0,675,0.6484375,0.6796875,126,0,59,451,365,1.9375,0.046875,82,2,118,39,1,77,27,57,402,4,1,1,1,1,1,87846,wordcount,application_1546625125786_0064,gigantic
3,17,67,37,1,922,0.5234375,0.8046875,94,0,27,676,118,2.9375,0.796875,114,2,86,70,0,107,59,394,42,7,1,0,0,1,1,121865,wordcount,application_1546625125786_0065,gigantic
11,36,210,16,0,427,0.7734375,0.5546875,31,1,90,226,613,4.9375,0.296875,51,3,23,7,1,47,122,169,282,2,0,1,1,0,2,98080,wordcount,application_1546625125786_0066,gigantic
1,12,103,32,1,551,0.5859375,0.6171875,47,0,43,339,984,4.4375,0.921875,35,3,70,23,1,92,106,113,222,5,0,1,1,0,1,192410,wordcount,application_1546625125786_0067,gigantic
11,8,27,14,1,597,0.546875,0.859375,100,1,45,128,783,1.375,0.28125,45,2,5,76,0,79,53,92,335,6,1,0,1,0,2,79761,wordcount,application_1546585828047_0025,gigantic
15,21,23,28,0,829,0.9765625,0.8828125,43,0,102,142,953,1.0625,0.890625,110,1,35,122,1,118,63,267,267,4,0,1,0,1,1,76615,wordcount,application_1546585828047_0025,gigantic
11,8,27,14,1,597,0.546875,0.859375,100,1,45,128,783,1.375,0.28125,45,2,5,76,0,79,53,92,267,4,0,1,0,1,1,79337,wordcount,application_1546585828047_0025,gigantic
15,21,23,28,0,829,0.9765625,0.8828125,43,0,102,142,953,1.0625,0.890625,110,1,35,122,1,118,63,267,335,6,1,0,1,0,2,75312,wordcount,application_1546585828047_0025,gigantic
11,8,27,14,1,597,0.546875,0.859375,100,1,45,128,783,1.375,0.28125,45,2,5,76,0,79,53,92,267,4,0,1,0,1,1,79337,wordcount,application_1546585828047_0025,gigantic
15,21,23,28,0,829,0.9765625,0.8828125,43,0,102,142,953,1.0625,0.890625,110,1,35,122,1,118,63,267,335,6,1,0,1,0,2,75312,wordcount,application_1546585828047_0025,gigantic
11,8,27,14,1,597,0.546875,0.859375,100,1,45,128,783,1.375,0.890625,110,1,35,122,1,118,63,267,335,6,1,0,1,0,2,78412,wordcount,application_1546585828047_0025,gigantic
15,21,23,28,0,829,0.9765625,0.8828125,43,0,102,142,953,1.0625,0.28125,45,2,5,76,0,79,53,92,267,4,0,1,0,1,1,75307,wordcount,application_1546585828047_0025,gigantic
11,8,27,14,1,597,0.546875,0.859375,100,1,45,128,783,1.375,0.890625,110,1,35,122,1,118,63,267,335,6,1,0,1,0,2,78412,wordcount,application_1546585828047_0025,gigantic
15,21,23,28,0,829,0.9765625,0.8828125,43,0,102,142,953,1.0625,0.28125,45,2,5,76,0,79,53,92,267,4,0,1,0,1,1,75307,wordcount,application_1546585828047_0025,gigantic
11,8,27,14,1,597,0.546875,0.859375,100,1,45,128,783,1.375,0.890625,110,1,35,122,1,118,63,267,335,6,1,0,1,0,2,78412,wordcount,application_1546585828047_0025,gigantic
15,21,23,28,0,829,0.9765625,0.8828125,43,0,102,142,953,1.0625,0.28125,45,2,5,76,0,79,53,92,267,4,0,1,0,1,1,75307,wordcount,application_1546585828047_0025,gigantic
11,8,27,14,1,597,0.546875,0.859375,100,1,45,128,783,1.375,0.890625,110,1,35,122,1,118,53,92,267,4,0,1,0,1,1,76438,wordcount,application_1546585828047_0025,gigantic
15,21,23,28,0,829,0.538277106543,0.8828125,43,0,102,142,953,1.0625,0.28125,45,2,5,76,0,79,63,267,335,6,1,0,1,0,2,76046,wordcount,application_1546585828047_0025,gigantic
11,8,27,14,1,597,0.546875,0.859375,100,1,45,128,783,1.375,0.890625,110,1,35,122,1,118,53,92,267,4,0,1,0,1,1,76438,wordcount,application_1546585828047_0025,gigantic
15,21,23,28,0,829,0.538277106543,0.8828125,43,0,102,142,953,1.0625,0.28125,45,2,5,76,0,79,63,267,335,6,1,0,1,0,2,76046,wordcount,application_1546585828047_0025,gigantic
11,8,27,14,1,597,0.546875,0.859375,100,1,45,128,783,1.375,0.890625,110,1,35,122,1,118,53,92,267,4,0,1,0,1,1,76438,wordcount,application_1546585828047_0025,gigantic
15,21,23,28,0,829,0.538277106543,0.8828125,43,0,102,142,953,1.0625,0.28125,45,2,5,76,0,79,63,267,335,6,1,0,1,0,2,76046,wordcount,application_1546585828047_0025,gigantic
11,8,27,14,1,597,0.546875,0.859375,100,1,45,128,783,1.375,0.890625,110,1,35,122,1,118,53,92,267,4,0,1,1,0,2,77744,wordcount,application_1546585828047_0025,gigantic
15,21,23,28,0,829,0.538277106543,0.8828125,43,0,102,142,953,1.0625,0.28125,45,2,5,76,0,79,63,267,335,6,1,0,0,1,1,75045,wordcount,application_1546585828047_0025,gigantic
11,8,27,14,1,597,0.546875,0.859375,100,1,45,128,783,1.375,0.890625,110,1,35,122,1,118,53,92,267,4,0,1,1,0,2,77744,wordcount,application_1546585828047_0025,gigantic
15,21,23,28,0,829,0.538277106543,0.8828125,43,0,102,142,953,1.0625,0.28125,45,2,5,76,0,79,63,267,335,6,1,0,0,1,1,75045,wordcount,application_1546585828047_0025,gigantic
11,8,27,14,1,597,0.546875,0.859375,100,1,45,128,783,1.375,0.890625,110,1,35,122,1,118,53,92,267,4,0,1,1,0,2,77744,wordcount,application_1546585828047_0025,gigantic
15,21,23,28,0,829,0.538277106543,0.8828125,43,0,102,142,953,1.0625,0.28125,45,2,5,76,0,79,63,267,335,6,1,0,0,1,1,75045,wordcount,application_1546585828047_0025,gigantic
11,8,27,14,1,597,0.546875,0.859375,43,0,102,142,953,1.0625,0.28125,45,2,5,76,0,79,63,267,335,6,1,0,0,1,1,76493,wordcount,application_1546585828047_0025,gigantic
15,21,23,28,0,829,0.538277106543,0.8828125,100,1,45,128,783,1.375,0.890625,110,1,35,122,1,118,53,92,267,4,0,1,1,0,2,75269,wordcount,application_1546585828047_0025,gigantic
11,8,27,14,1,597,0.546875,0.859375,43,0,102,142,953,1.0625,0.28125,45,2,5,76,0,79,63,267,335,4,0,1,1,0,2,78338,wordcount,application_1546585828047_0025,gigantic
15,21,23,28,0,829,0.538277106543,0.8828125,100,1,45,128,783,1.375,0.890625,110,1,35,122,1,118,53,92,267,6,1,0,0,1,1,74748,wordcount,application_1546585828047_0025,gigantic
11,8,27,14,1,597,0.546875,0.859375,43,0,102,142,953,1.0625,0.28125,45,2,5,76,0,79,63,92,267,6,1,0,0,1,1,78639,wordcount,application_1546585828047_0025,gigantic
15,21,23,28,0,829,0.538277106543,0.8828125,100,1,45,128,783,1.375,0.890625,110,1,35,122,1,118,53,267,335,4,0,1,1,0,2,87323,wordcount,application_1546585828047_0025,gigantic
11,8,27,14,0,829,0.538277106543,0.8828125,100,1,45,128,783,1.375,0.890625,110,1,35,122,1,118,53,267,335,4,0,1,1,0,2,80990,wordcount,application_1546585828047_0025,gigantic
15,21,23,28,1,597,0.546875,0.859375,43,0,102,142,953,1.0625,0.28125,45,2,5,76,0,79,63,92,267,6,1,0,0,1,1,73736,wordcount,application_1546585828047_0025,gigantic
15,21,23,28,1,597,0.546875,0.859375,43,0,102,128,783,1.375,0.890625,110,1,35,122,1,118,53,267,335,4,0,1,1,0,2,74538,wordcount,application_1546585828047_0025,gigantic
11,8,27,14,0,829,0.538277106543,0.8828125,100,1,45,142,953,1.0625,0.28125,45,2,5,76,0,79,63,92,267,6,1,0,0,1,1,78604,wordcount,application_1546585828047_0025,gigantic
15,21,23,28,1,597,0.546875,0.859375,43,0,102,128,783,1.375,0.890625,110,1,35,122,1,118,53,267,335,4,1,0,0,1,1,76150,wordcount,application_1546585828047_0025,gigantic
11,8,27,14,0,829,0.538277106543,0.8828125,100,1,45,142,953,1.0625,0.28125,45,2,5,76,0,79,63,92,267,6,0,1,1,0,2,78462,wordcount,application_1546585828047_0025,gigantic
15,21,23,14,0,829,0.538277106543,0.8828125,100,1,45,142,953,1.0625,0.28125,45,2,5,76,0,79,63,92,267,6,0,1,1,0,2,73671,wordcount,application_1546585828047_0025,gigantic
11,8,27,28,1,597,0.546875,0.859375,43,0,102,128,783,1.375,0.890625,110,1,35,122,1,118,53,267,335,4,1,0,0,1,1,80207,wordcount,application_1546585828047_0025,gigantic
15,21,23,14,0,829,0.538277106543,0.8828125,100,1,45,142,783,1.375,0.890625,110,1,35,122,1,118,53,267,335,4,1,0,0,1,1,75063,wordcount,application_1546585828047_0025,gigantic
11,8,27,28,1,597,0.546875,0.859375,43,0,102,128,953,1.0625,0.28125,45,2,5,76,0,79,63,92,267,6,0,1,1,0,2,80428,wordcount,application_1546585828047_0025,gigantic
